ID,Vocab,ItemID,L2Frequency,Alphabet,Syllables,L1Frequency,familiarity,mora,WordLength,Condition,Word,Test,Answer
20,3770,citadel,1310,7,3,276,4.156,3,3,L1L2,A,L1 Production,1
20,3770,fracas,257,6,2,2090,5.656,3,3,L1L2,A,L1 Production,1
20,3770,fuselage,800,8,3,843,5.312,4,4,L1L2,A,L1 Production,0
20,3770,insurgent,1485,9,3,321,4.219,3,3,L1L2,A,L1 Production,1
20,3770,loach,51,5,1,274,6,3,4,L1L2,A,L1 Production,1
20,3770,otter,943,5,2,177,5.438,4,4,L1L2,A,L1 Production,1
20,3770,pail,809,4,1,639,6.219,3,3,L1L2,A,L1 Production,0
20,3770,plateau,2598,7,2,1204,5.875,4,4,L1L2,A,L1 Production,0
20,3770,plumage ,469,7,2,1233,5.969,2,2,L1L2,A,L1 Production,0
20,3770,rudder,700,6,2,259,4.375,2,2,L1L2,A,L1 Production,0
20,3770,shoal,361,5,1,246,4.812,3,3,L1L2,A,L1 Production,1
20,3770,strait ,2184,6,1,912,5.469,4,5,L1L2,A,L1 Production,0
20,3770,tuberculosis,2884,12,5,1745,5.531,4,4,L1L2,A,L1 Production,1
20,3770,tympanum,59,8,3,189,5.312,3,3,L1L2,A,L1 Production,1
20,3770,alcove ,932,6,2,178,5.531,4,4,L2L1,B,L1 Production,0
20,3770,badger,818,6,2,6,3.938,4,4,L2L1,B,L1 Production,1
20,3770,diaphragm ,872,9,3,25,4.406,6,6,L2L1,B,L1 Production,1
20,3770,estuary,738,7,2,863,5.344,3,3,L2L1,B,L1 Production,0
20,3770,kiln,615,4,1,5109,4.812,1,1,L2L1,B,L1 Production,1
20,3770,levee,1159,5,2,1428,5.375,4,4,L2L1,B,L1 Production,1
20,3770,mane,1278,4,1,33,5.406,4,4,L2L1,B,L1 Production,1
20,3770,mirth,455,5,1,426,5.594,3,3,L2L1,B,L1 Production,1
20,3770,ore,3930,3,1,358,4.844,4,4,L2L1,B,L1 Production,1
20,3770,pall,670,4,1,133,3.719,3,3,L2L1,B,L1 Production,1
20,3770,parable,1063,7,3,189,5,2,2,L2L1,B,L1 Production,1
20,3770,porcupine,479,9,3,10,4.906,5,5,L2L1,B,L1 Production,1
20,3770,potassium,1517,9,3,177,5.031,4,4,L2L1,B,L1 Production,1
20,3770,quail,1571,5,1,68,5.719,3,3,L2L1,B,L1 Production,1
20,3770,ravine,1296,6,2,473,5.219,4,4,L2L1,B,L1 Production,1
20,3770,rectum ,327,6,2,319,5,4,6,L2L1,B,L1 Production,1
20,3770,scowl,1020,5,1,36,5.406,6,6,L2L1,B,L1 Production,1
20,3770,sentry,628,6,2,654,5.906,3,5,L2L1,B,L1 Production,1
20,3770,toupee,200,6,2,440,6.375,3,3,L2L1,B,L1 Production,1
20,3770,weasel,876,6,2,170,5.75,3,3,L2L1,B,L1 Production,1
24,4400,azalea,450,6,3,230,5.812,3,3,L2L1,A,L1 Production,1
24,4400,berth ,1851,5,1,245,5.531,4,4,L2L1,A,L1 Production,0
24,4400,billow,231,6,2,362,5.156,4,4,L2L1,A,L1 Production,1
24,4400,bluff,2695,5,1,168,5.281,4,4,L2L1,A,L1 Production,0
24,4400,camphor,151,7,2,162,3.938,4,4,L2L1,A,L1 Production,0
24,4400,cistern,281,7,3,1206,5.406,4,4,L2L1,A,L1 Production,0
24,4400,citadel,1310,7,3,276,4.156,3,3,L2L1,A,L1 Production,0
24,4400,fracas,257,6,2,2090,5.656,3,3,L2L1,A,L1 Production,0
24,4400,fuselage,800,8,3,843,5.312,4,4,L2L1,A,L1 Production,0
24,4400,insurgent,1485,9,3,321,4.219,3,3,L2L1,A,L1 Production,1
24,4400,loach,51,5,1,274,6,3,4,L2L1,A,L1 Production,1
24,4400,otter,943,5,2,177,5.438,4,4,L2L1,A,L1 Production,1
24,4400,pail,809,4,1,639,6.219,3,3,L2L1,A,L1 Production,1
24,4400,plateau,2598,7,2,1204,5.875,4,4,L2L1,A,L1 Production,0
24,4400,plumage ,469,7,2,1233,5.969,2,2,L2L1,A,L1 Production,1
24,4400,rudder,700,6,2,259,4.375,2,2,L2L1,A,L1 Production,0
24,4400,shoal,361,5,1,246,4.812,3,3,L2L1,A,L1 Production,1
24,4400,strait ,2184,6,1,912,5.469,4,5,L2L1,A,L1 Production,1
24,4400,tuberculosis,2884,12,5,1745,5.531,4,4,L2L1,A,L1 Production,1
24,4400,tympanum,59,8,3,189,5.312,3,3,L2L1,A,L1 Production,0
24,4400,alcove ,932,6,2,178,5.531,4,4,L1L2,B,L1 Production,1
24,4400,badger,818,6,2,6,3.938,4,4,L1L2,B,L1 Production,1
24,4400,diaphragm ,872,9,3,25,4.406,6,6,L1L2,B,L1 Production,0
24,4400,estuary,738,7,2,863,5.344,3,3,L1L2,B,L1 Production,0
24,4400,kiln,615,4,1,5109,4.812,1,1,L1L2,B,L1 Production,0
24,4400,levee,1159,5,2,1428,5.375,4,4,L1L2,B,L1 Production,0
24,4400,mane,1278,4,1,33,5.406,4,4,L1L2,B,L1 Production,1
24,4400,mirth,455,5,1,426,5.594,3,3,L1L2,B,L1 Production,1
24,4400,ore,3930,3,1,358,4.844,4,4,L1L2,B,L1 Production,1
24,4400,pall,670,4,1,133,3.719,3,3,L1L2,B,L1 Production,0
24,4400,parable,1063,7,3,189,5,2,2,L1L2,B,L1 Production,1
24,4400,porcupine,479,9,3,10,4.906,5,5,L1L2,B,L1 Production,0
24,4400,potassium,1517,9,3,177,5.031,4,4,L1L2,B,L1 Production,1
24,4400,quail,1571,5,1,68,5.719,3,3,L1L2,B,L1 Production,0
24,4400,rectum ,327,6,2,319,5,4,6,L1L2,B,L1 Production,0
24,4400,scowl,1020,5,1,36,5.406,6,6,L1L2,B,L1 Production,0
24,4400,sentry,628,6,2,654,5.906,3,5,L1L2,B,L1 Production,0
24,4400,toupee,200,6,2,440,6.375,3,3,L1L2,B,L1 Production,1
24,4400,weasel,876,6,2,170,5.75,3,3,L1L2,B,L1 Production,0
14,6093,alcove ,932,6,2,178,5.531,4,4,L2L1,B,L1 Production,0
14,6093,badger,818,6,2,6,3.938,4,4,L2L1,B,L1 Production,1
14,6093,diaphragm ,872,9,3,25,4.406,6,6,L2L1,B,L1 Production,0
14,6093,estuary,738,7,2,863,5.344,3,3,L2L1,B,L1 Production,0
14,6093,kiln,615,4,1,5109,4.812,1,1,L2L1,B,L1 Production,0
14,6093,mane,1278,4,1,33,5.406,4,4,L2L1,B,L1 Production,0
14,6093,mirth,455,5,1,426,5.594,3,3,L2L1,B,L1 Production,1
14,6093,ore,3930,3,1,358,4.844,4,4,L2L1,B,L1 Production,0
14,6093,pall,670,4,1,133,3.719,3,3,L2L1,B,L1 Production,1
14,6093,parable,1063,7,3,189,5,2,2,L2L1,B,L1 Production,0
14,6093,porcupine,479,9,3,10,4.906,5,5,L2L1,B,L1 Production,0
14,6093,potassium,1517,9,3,177,5.031,4,4,L2L1,B,L1 Production,0
14,6093,quail,1571,5,1,68,5.719,3,3,L2L1,B,L1 Production,0
14,6093,ravine,1296,6,2,473,5.219,4,4,L2L1,B,L1 Production,0
14,6093,rectum ,327,6,2,319,5,4,6,L2L1,B,L1 Production,0
14,6093,scowl,1020,5,1,36,5.406,6,6,L2L1,B,L1 Production,0
14,6093,sentry,628,6,2,654,5.906,3,5,L2L1,B,L1 Production,1
14,6093,toupee,200,6,2,440,6.375,3,3,L2L1,B,L1 Production,0
14,6093,weasel,876,6,2,170,5.75,3,3,L2L1,B,L1 Production,0
14,6093,azalea,450,6,3,230,5.812,3,3,L1L2,A,L1 Production,1
14,6093,berth ,1851,5,1,245,5.531,4,4,L1L2,A,L1 Production,0
14,6093,billow,231,6,2,362,5.156,4,4,L1L2,A,L1 Production,0
14,6093,bluff,2695,5,1,168,5.281,4,4,L1L2,A,L1 Production,0
14,6093,camphor,151,7,2,162,3.938,4,4,L1L2,A,L1 Production,0
14,6093,cistern,281,7,3,1206,5.406,4,4,L1L2,A,L1 Production,1
14,6093,citadel,1310,7,3,276,4.156,3,3,L1L2,A,L1 Production,0
14,6093,fracas,257,6,2,2090,5.656,3,3,L1L2,A,L1 Production,0
14,6093,fuselage,800,8,3,843,5.312,4,4,L1L2,A,L1 Production,1
14,6093,insurgent,1485,9,3,321,4.219,3,3,L1L2,A,L1 Production,1
14,6093,loach,51,5,1,274,6,3,4,L1L2,A,L1 Production,0
14,6093,otter,943,5,2,177,5.438,4,4,L1L2,A,L1 Production,0
14,6093,pail,809,4,1,639,6.219,3,3,L1L2,A,L1 Production,1
14,6093,plateau,2598,7,2,1204,5.875,4,4,L1L2,A,L1 Production,0
14,6093,plumage ,469,7,2,1233,5.969,2,2,L1L2,A,L1 Production,0
14,6093,rudder,700,6,2,259,4.375,2,2,L1L2,A,L1 Production,1
14,6093,shoal,361,5,1,246,4.812,3,3,L1L2,A,L1 Production,1
14,6093,strait ,2184,6,1,912,5.469,4,5,L1L2,A,L1 Production,1
14,6093,tuberculosis,2884,12,5,1745,5.531,4,4,L1L2,A,L1 Production,1
14,6093,tympanum,59,8,3,189,5.312,3,3,L1L2,A,L1 Production,0
26,5550,alcove ,932,6,2,178,5.531,4,4,L1L2,B,L1 Production,0
26,5550,badger,818,6,2,6,3.938,4,4,L1L2,B,L1 Production,0
26,5550,diaphragm ,872,9,3,25,4.406,6,6,L1L2,B,L1 Production,0
26,5550,estuary,738,7,2,863,5.344,3,3,L1L2,B,L1 Production,1
26,5550,kiln,615,4,1,5109,4.812,1,1,L1L2,B,L1 Production,1
26,5550,levee,1159,5,2,1428,5.375,4,4,L1L2,B,L1 Production,0
26,5550,mane,1278,4,1,33,5.406,4,4,L1L2,B,L1 Production,1
26,5550,mirth,455,5,1,426,5.594,3,3,L1L2,B,L1 Production,1
26,5550,ore,3930,3,1,358,4.844,4,4,L1L2,B,L1 Production,0
26,5550,pall,670,4,1,133,3.719,3,3,L1L2,B,L1 Production,0
26,5550,parable,1063,7,3,189,5,2,2,L1L2,B,L1 Production,0
26,5550,porcupine,479,9,3,10,4.906,5,5,L1L2,B,L1 Production,0
26,5550,quail,1571,5,1,68,5.719,3,3,L1L2,B,L1 Production,0
26,5550,ravine,1296,6,2,473,5.219,4,4,L1L2,B,L1 Production,0
26,5550,scowl,1020,5,1,36,5.406,6,6,L1L2,B,L1 Production,0
26,5550,sentry,628,6,2,654,5.906,3,5,L1L2,B,L1 Production,0
26,5550,toupee,200,6,2,440,6.375,3,3,L1L2,B,L1 Production,1
26,5550,weasel,876,6,2,170,5.75,3,3,L1L2,B,L1 Production,0
26,5550,azalea,450,6,3,230,5.812,3,3,L2L1,A,L1 Production,0
26,5550,berth ,1851,5,1,245,5.531,4,4,L2L1,A,L1 Production,1
26,5550,billow,231,6,2,362,5.156,4,4,L2L1,A,L1 Production,0
26,5550,bluff,2695,5,1,168,5.281,4,4,L2L1,A,L1 Production,0
26,5550,camphor,151,7,2,162,3.938,4,4,L2L1,A,L1 Production,0
26,5550,cistern,281,7,3,1206,5.406,4,4,L2L1,A,L1 Production,0
26,5550,citadel,1310,7,3,276,4.156,3,3,L2L1,A,L1 Production,0
26,5550,fracas,257,6,2,2090,5.656,3,3,L2L1,A,L1 Production,1
26,5550,fuselage,800,8,3,843,5.312,4,4,L2L1,A,L1 Production,0
26,5550,insurgent,1485,9,3,321,4.219,3,3,L2L1,A,L1 Production,1
26,5550,loach,51,5,1,274,6,3,4,L2L1,A,L1 Production,1
26,5550,otter,943,5,2,177,5.438,4,4,L2L1,A,L1 Production,1
26,5550,pail,809,4,1,639,6.219,3,3,L2L1,A,L1 Production,0
26,5550,plateau,2598,7,2,1204,5.875,4,4,L2L1,A,L1 Production,0
26,5550,plumage ,469,7,2,1233,5.969,2,2,L2L1,A,L1 Production,0
26,5550,rudder,700,6,2,259,4.375,2,2,L2L1,A,L1 Production,0
26,5550,shoal,361,5,1,246,4.812,3,3,L2L1,A,L1 Production,1
26,5550,strait ,2184,6,1,912,5.469,4,5,L2L1,A,L1 Production,0
26,5550,tuberculosis,2884,12,5,1745,5.531,4,4,L2L1,A,L1 Production,1
26,5550,tympanum,59,8,3,189,5.312,3,3,L2L1,A,L1 Production,0
25,3950,azalea,450,6,3,230,5.812,3,3,L1L2,A,L1 Production,0
25,3950,berth ,1851,5,1,245,5.531,4,4,L1L2,A,L1 Production,0
25,3950,billow,231,6,2,362,5.156,4,4,L1L2,A,L1 Production,1
25,3950,bluff,2695,5,1,168,5.281,4,4,L1L2,A,L1 Production,0
25,3950,camphor,151,7,2,162,3.938,4,4,L1L2,A,L1 Production,0
25,3950,cistern,281,7,3,1206,5.406,4,4,L1L2,A,L1 Production,0
25,3950,citadel,1310,7,3,276,4.156,3,3,L1L2,A,L1 Production,0
25,3950,fracas,257,6,2,2090,5.656,3,3,L1L2,A,L1 Production,0
25,3950,fuselage,800,8,3,843,5.312,4,4,L1L2,A,L1 Production,0
25,3950,insurgent,1485,9,3,321,4.219,3,3,L1L2,A,L1 Production,0
25,3950,loach,51,5,1,274,6,3,4,L1L2,A,L1 Production,0
25,3950,otter,943,5,2,177,5.438,4,4,L1L2,A,L1 Production,1
25,3950,pail,809,4,1,639,6.219,3,3,L1L2,A,L1 Production,0
25,3950,plateau,2598,7,2,1204,5.875,4,4,L1L2,A,L1 Production,0
25,3950,plumage ,469,7,2,1233,5.969,2,2,L1L2,A,L1 Production,0
25,3950,rudder,700,6,2,259,4.375,2,2,L1L2,A,L1 Production,0
25,3950,shoal,361,5,1,246,4.812,3,3,L1L2,A,L1 Production,0
25,3950,strait ,2184,6,1,912,5.469,4,5,L1L2,A,L1 Production,0
25,3950,tuberculosis,2884,12,5,1745,5.531,4,4,L1L2,A,L1 Production,0
25,3950,tympanum,59,8,3,189,5.312,3,3,L1L2,A,L1 Production,0
25,3950,alcove ,932,6,2,178,5.531,4,4,L2L1,B,L1 Production,0
25,3950,badger,818,6,2,6,3.938,4,4,L2L1,B,L1 Production,0
25,3950,diaphragm ,872,9,3,25,4.406,6,6,L2L1,B,L1 Production,0
25,3950,estuary,738,7,2,863,5.344,3,3,L2L1,B,L1 Production,0
25,3950,kiln,615,4,1,5109,4.812,1,1,L2L1,B,L1 Production,0
25,3950,levee,1159,5,2,1428,5.375,4,4,L2L1,B,L1 Production,0
25,3950,mane,1278,4,1,33,5.406,4,4,L2L1,B,L1 Production,0
25,3950,mirth,455,5,1,426,5.594,3,3,L2L1,B,L1 Production,1
25,3950,ore,3930,3,1,358,4.844,4,4,L2L1,B,L1 Production,1
25,3950,pall,670,4,1,133,3.719,3,3,L2L1,B,L1 Production,1
25,3950,parable,1063,7,3,189,5,2,2,L2L1,B,L1 Production,1
25,3950,porcupine,479,9,3,10,4.906,5,5,L2L1,B,L1 Production,0
25,3950,potassium,1517,9,3,177,5.031,4,4,L2L1,B,L1 Production,0
25,3950,quail,1571,5,1,68,5.719,3,3,L2L1,B,L1 Production,0
25,3950,ravine,1296,6,2,473,5.219,4,4,L2L1,B,L1 Production,0
25,3950,rectum ,327,6,2,319,5,4,6,L2L1,B,L1 Production,0
25,3950,scowl,1020,5,1,36,5.406,6,6,L2L1,B,L1 Production,1
25,3950,sentry,628,6,2,654,5.906,3,5,L2L1,B,L1 Production,0
25,3950,toupee,200,6,2,440,6.375,3,3,L2L1,B,L1 Production,1
25,3950,weasel,876,6,2,170,5.75,3,3,L2L1,B,L1 Production,0
18,4905,azalea,450,6,3,230,5.812,3,3,L2L1,A,L1 Production,1
18,4905,berth ,1851,5,1,245,5.531,4,4,L2L1,A,L1 Production,1
18,4905,billow,231,6,2,362,5.156,4,4,L2L1,A,L1 Production,1
18,4905,bluff,2695,5,1,168,5.281,4,4,L2L1,A,L1 Production,0
18,4905,camphor,151,7,2,162,3.938,4,4,L2L1,A,L1 Production,0
18,4905,cistern,281,7,3,1206,5.406,4,4,L2L1,A,L1 Production,0
18,4905,citadel,1310,7,3,276,4.156,3,3,L2L1,A,L1 Production,0
18,4905,fracas,257,6,2,2090,5.656,3,3,L2L1,A,L1 Production,1
18,4905,fuselage,800,8,3,843,5.312,4,4,L2L1,A,L1 Production,1
18,4905,insurgent,1485,9,3,321,4.219,3,3,L2L1,A,L1 Production,1
18,4905,loach,51,5,1,274,6,3,4,L2L1,A,L1 Production,1
18,4905,otter,943,5,2,177,5.438,4,4,L2L1,A,L1 Production,1
18,4905,pail,809,4,1,639,6.219,3,3,L2L1,A,L1 Production,1
18,4905,plateau,2598,7,2,1204,5.875,4,4,L2L1,A,L1 Production,0
18,4905,plumage ,469,7,2,1233,5.969,2,2,L2L1,A,L1 Production,0
18,4905,rudder,700,6,2,259,4.375,2,2,L2L1,A,L1 Production,0
18,4905,shoal,361,5,1,246,4.812,3,3,L2L1,A,L1 Production,1
18,4905,strait ,2184,6,1,912,5.469,4,5,L2L1,A,L1 Production,1
18,4905,tuberculosis,2884,12,5,1745,5.531,4,4,L2L1,A,L1 Production,1
18,4905,tympanum,59,8,3,189,5.312,3,3,L2L1,A,L1 Production,0
18,4905,alcove ,932,6,2,178,5.531,4,4,L1L2,B,L1 Production,1
18,4905,badger,818,6,2,6,3.938,4,4,L1L2,B,L1 Production,0
18,4905,diaphragm ,872,9,3,25,4.406,6,6,L1L2,B,L1 Production,1
18,4905,estuary,738,7,2,863,5.344,3,3,L1L2,B,L1 Production,0
18,4905,kiln,615,4,1,5109,4.812,1,1,L1L2,B,L1 Production,0
18,4905,levee,1159,5,2,1428,5.375,4,4,L1L2,B,L1 Production,0
18,4905,mane,1278,4,1,33,5.406,4,4,L1L2,B,L1 Production,1
18,4905,mirth,455,5,1,426,5.594,3,3,L1L2,B,L1 Production,1
18,4905,ore,3930,3,1,358,4.844,4,4,L1L2,B,L1 Production,1
18,4905,pall,670,4,1,133,3.719,3,3,L1L2,B,L1 Production,1
18,4905,parable,1063,7,3,189,5,2,2,L1L2,B,L1 Production,1
18,4905,porcupine,479,9,3,10,4.906,5,5,L1L2,B,L1 Production,0
18,4905,potassium,1517,9,3,177,5.031,4,4,L1L2,B,L1 Production,1
18,4905,quail,1571,5,1,68,5.719,3,3,L1L2,B,L1 Production,0
18,4905,rectum ,327,6,2,319,5,4,6,L1L2,B,L1 Production,0
18,4905,scowl,1020,5,1,36,5.406,6,6,L1L2,B,L1 Production,1
18,4905,sentry,628,6,2,654,5.906,3,5,L1L2,B,L1 Production,0
18,4905,toupee,200,6,2,440,6.375,3,3,L1L2,B,L1 Production,1
18,4905,weasel,876,6,2,170,5.75,3,3,L1L2,B,L1 Production,0
9,4260,azalea,450,6,3,230,5.812,3,3,L2L1,A,L1 Production,1
9,4260,berth ,1851,5,1,245,5.531,4,4,L2L1,A,L1 Production,1
9,4260,billow,231,6,2,362,5.156,4,4,L2L1,A,L1 Production,1
9,4260,bluff,2695,5,1,168,5.281,4,4,L2L1,A,L1 Production,1
9,4260,camphor,151,7,2,162,3.938,4,4,L2L1,A,L1 Production,1
9,4260,cistern,281,7,3,1206,5.406,4,4,L2L1,A,L1 Production,0
9,4260,citadel,1310,7,3,276,4.156,3,3,L2L1,A,L1 Production,0
9,4260,fracas,257,6,2,2090,5.656,3,3,L2L1,A,L1 Production,1
9,4260,fuselage,800,8,3,843,5.312,4,4,L2L1,A,L1 Production,1
9,4260,insurgent,1485,9,3,321,4.219,3,3,L2L1,A,L1 Production,0
9,4260,loach,51,5,1,274,6,3,4,L2L1,A,L1 Production,0
9,4260,otter,943,5,2,177,5.438,4,4,L2L1,A,L1 Production,1
9,4260,pail,809,4,1,639,6.219,3,3,L2L1,A,L1 Production,1
9,4260,plateau,2598,7,2,1204,5.875,4,4,L2L1,A,L1 Production,0
9,4260,plumage ,469,7,2,1233,5.969,2,2,L2L1,A,L1 Production,0
9,4260,rudder,700,6,2,259,4.375,2,2,L2L1,A,L1 Production,0
9,4260,shoal,361,5,1,246,4.812,3,3,L2L1,A,L1 Production,1
9,4260,strait ,2184,6,1,912,5.469,4,5,L2L1,A,L1 Production,1
9,4260,tuberculosis,2884,12,5,1745,5.531,4,4,L2L1,A,L1 Production,1
9,4260,tympanum,59,8,3,189,5.312,3,3,L2L1,A,L1 Production,1
9,4260,alcove ,932,6,2,178,5.531,4,4,L1L2,B,L1 Production,1
9,4260,badger,818,6,2,6,3.938,4,4,L1L2,B,L1 Production,1
9,4260,diaphragm ,872,9,3,25,4.406,6,6,L1L2,B,L1 Production,0
9,4260,estuary,738,7,2,863,5.344,3,3,L1L2,B,L1 Production,1
9,4260,kiln,615,4,1,5109,4.812,1,1,L1L2,B,L1 Production,1
9,4260,levee,1159,5,2,1428,5.375,4,4,L1L2,B,L1 Production,1
9,4260,mane,1278,4,1,33,5.406,4,4,L1L2,B,L1 Production,1
9,4260,mirth,455,5,1,426,5.594,3,3,L1L2,B,L1 Production,1
9,4260,ore,3930,3,1,358,4.844,4,4,L1L2,B,L1 Production,1
9,4260,pall,670,4,1,133,3.719,3,3,L1L2,B,L1 Production,1
9,4260,porcupine,479,9,3,10,4.906,5,5,L1L2,B,L1 Production,0
9,4260,potassium,1517,9,3,177,5.031,4,4,L1L2,B,L1 Production,1
9,4260,quail,1571,5,1,68,5.719,3,3,L1L2,B,L1 Production,0
9,4260,ravine,1296,6,2,473,5.219,4,4,L1L2,B,L1 Production,1
9,4260,rectum ,327,6,2,319,5,4,6,L1L2,B,L1 Production,1
9,4260,scowl,1020,5,1,36,5.406,6,6,L1L2,B,L1 Production,1
9,4260,sentry,628,6,2,654,5.906,3,5,L1L2,B,L1 Production,1
9,4260,toupee,200,6,2,440,6.375,3,3,L1L2,B,L1 Production,1
9,4260,weasel,876,6,2,170,5.75,3,3,L1L2,B,L1 Production,1
2,4232,alcove ,932,6,2,178,5.531,4,4,L2L1,B,L1 Production,1
2,4232,badger,818,6,2,6,3.938,4,4,L2L1,B,L1 Production,1
2,4232,diaphragm ,872,9,3,25,4.406,6,6,L2L1,B,L1 Production,1
2,4232,estuary,738,7,2,863,5.344,3,3,L2L1,B,L1 Production,0
2,4232,kiln,615,4,1,5109,4.812,1,1,L2L1,B,L1 Production,0
2,4232,levee,1159,5,2,1428,5.375,4,4,L2L1,B,L1 Production,0
2,4232,mane,1278,4,1,33,5.406,4,4,L2L1,B,L1 Production,0
2,4232,mirth,455,5,1,426,5.594,3,3,L2L1,B,L1 Production,0
2,4232,ore,3930,3,1,358,4.844,4,4,L2L1,B,L1 Production,1
2,4232,pall,670,4,1,133,3.719,3,3,L2L1,B,L1 Production,1
2,4232,parable,1063,7,3,189,5,2,2,L2L1,B,L1 Production,1
2,4232,porcupine,479,9,3,10,4.906,5,5,L2L1,B,L1 Production,0
2,4232,potassium,1517,9,3,177,5.031,4,4,L2L1,B,L1 Production,1
2,4232,quail,1571,5,1,68,5.719,3,3,L2L1,B,L1 Production,1
2,4232,ravine,1296,6,2,473,5.219,4,4,L2L1,B,L1 Production,0
2,4232,rectum ,327,6,2,319,5,4,6,L2L1,B,L1 Production,1
2,4232,scowl,1020,5,1,36,5.406,6,6,L2L1,B,L1 Production,1
2,4232,sentry,628,6,2,654,5.906,3,5,L2L1,B,L1 Production,1
2,4232,toupee,200,6,2,440,6.375,3,3,L2L1,B,L1 Production,0
2,4232,weasel,876,6,2,170,5.75,3,3,L2L1,B,L1 Production,1
2,4232,azalea,450,6,3,230,5.812,3,3,L1L2,A,L1 Production,1
2,4232,berth ,1851,5,1,245,5.531,4,4,L1L2,A,L1 Production,1
2,4232,billow,231,6,2,362,5.156,4,4,L1L2,A,L1 Production,1
2,4232,bluff,2695,5,1,168,5.281,4,4,L1L2,A,L1 Production,0
2,4232,camphor,151,7,2,162,3.938,4,4,L1L2,A,L1 Production,0
2,4232,cistern,281,7,3,1206,5.406,4,4,L1L2,A,L1 Production,1
2,4232,citadel,1310,7,3,276,4.156,3,3,L1L2,A,L1 Production,0
2,4232,fracas,257,6,2,2090,5.656,3,3,L1L2,A,L1 Production,1
2,4232,fuselage,800,8,3,843,5.312,4,4,L1L2,A,L1 Production,0
2,4232,insurgent,1485,9,3,321,4.219,3,3,L1L2,A,L1 Production,1
2,4232,loach,51,5,1,274,6,3,4,L1L2,A,L1 Production,0
2,4232,otter,943,5,2,177,5.438,4,4,L1L2,A,L1 Production,1
2,4232,pail,809,4,1,639,6.219,3,3,L1L2,A,L1 Production,1
2,4232,plateau,2598,7,2,1204,5.875,4,4,L1L2,A,L1 Production,1
2,4232,plumage ,469,7,2,1233,5.969,2,2,L1L2,A,L1 Production,1
2,4232,rudder,700,6,2,259,4.375,2,2,L1L2,A,L1 Production,0
2,4232,shoal,361,5,1,246,4.812,3,3,L1L2,A,L1 Production,1
2,4232,strait ,2184,6,1,912,5.469,4,5,L1L2,A,L1 Production,1
2,4232,tuberculosis,2884,12,5,1745,5.531,4,4,L1L2,A,L1 Production,1
2,4232,tympanum,59,8,3,189,5.312,3,3,L1L2,A,L1 Production,1
13,3483,alcove ,932,6,2,178,5.531,4,4,L2L1,B,L1 Production,1
13,3483,badger,818,6,2,6,3.938,4,4,L2L1,B,L1 Production,1
13,3483,diaphragm ,872,9,3,25,4.406,6,6,L2L1,B,L1 Production,1
13,3483,estuary,738,7,2,863,5.344,3,3,L2L1,B,L1 Production,0
13,3483,kiln,615,4,1,5109,4.812,1,1,L2L1,B,L1 Production,0
13,3483,levee,1159,5,2,1428,5.375,4,4,L2L1,B,L1 Production,1
13,3483,mane,1278,4,1,33,5.406,4,4,L2L1,B,L1 Production,1
13,3483,mirth,455,5,1,426,5.594,3,3,L2L1,B,L1 Production,1
13,3483,ore,3930,3,1,358,4.844,4,4,L2L1,B,L1 Production,1
13,3483,pall,670,4,1,133,3.719,3,3,L2L1,B,L1 Production,1
13,3483,parable,1063,7,3,189,5,2,2,L2L1,B,L1 Production,0
13,3483,porcupine,479,9,3,10,4.906,5,5,L2L1,B,L1 Production,0
13,3483,potassium,1517,9,3,177,5.031,4,4,L2L1,B,L1 Production,0
13,3483,quail,1571,5,1,68,5.719,3,3,L2L1,B,L1 Production,0
13,3483,ravine,1296,6,2,473,5.219,4,4,L2L1,B,L1 Production,1
13,3483,rectum ,327,6,2,319,5,4,6,L2L1,B,L1 Production,0
13,3483,scowl,1020,5,1,36,5.406,6,6,L2L1,B,L1 Production,1
13,3483,sentry,628,6,2,654,5.906,3,5,L2L1,B,L1 Production,1
13,3483,toupee,200,6,2,440,6.375,3,3,L2L1,B,L1 Production,0
13,3483,weasel,876,6,2,170,5.75,3,3,L2L1,B,L1 Production,0
13,3483,azalea,450,6,3,230,5.812,3,3,L1L2,A,L1 Production,1
13,3483,berth ,1851,5,1,245,5.531,4,4,L1L2,A,L1 Production,1
13,3483,billow,231,6,2,362,5.156,4,4,L1L2,A,L1 Production,1
13,3483,bluff,2695,5,1,168,5.281,4,4,L1L2,A,L1 Production,0
13,3483,camphor,151,7,2,162,3.938,4,4,L1L2,A,L1 Production,1
13,3483,cistern,281,7,3,1206,5.406,4,4,L1L2,A,L1 Production,0
13,3483,citadel,1310,7,3,276,4.156,3,3,L1L2,A,L1 Production,0
13,3483,fracas,257,6,2,2090,5.656,3,3,L1L2,A,L1 Production,0
13,3483,fuselage,800,8,3,843,5.312,4,4,L1L2,A,L1 Production,0
13,3483,insurgent,1485,9,3,321,4.219,3,3,L1L2,A,L1 Production,1
13,3483,loach,51,5,1,274,6,3,4,L1L2,A,L1 Production,0
13,3483,otter,943,5,2,177,5.438,4,4,L1L2,A,L1 Production,1
13,3483,pail,809,4,1,639,6.219,3,3,L1L2,A,L1 Production,1
13,3483,plateau,2598,7,2,1204,5.875,4,4,L1L2,A,L1 Production,0
13,3483,plumage ,469,7,2,1233,5.969,2,2,L1L2,A,L1 Production,0
13,3483,rudder,700,6,2,259,4.375,2,2,L1L2,A,L1 Production,1
